torch.index_select index_select /home/sjy/code/pytorch/aten/src/ATen/native/TensorShape.cpp
torch.inner binary /home/sjy/code/pytorch/aten/src/ATen/native/LinearAlgebra.cpp
torch.instance_norm instance_norm /home/sjy/code/pytorch/aten/src/ATen/native/Normalization.cpp
torch.inverse inverse /home/sjy/code/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp
torch.is_complex is_complex /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_conj is_conj /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_distributed is_distributed /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_floating_point is_floating_point /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_inference is_inference /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_neg is_neg /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.is_nonzero is_nonzero /home/sjy/code/pytorch/aten/src/ATen/native/prim_native_functions.cpp
torch.is_same_size binary /home/sjy/code/pytorch/aten/src/ATen/native/TensorProperties.cpp
torch.is_signed is_signed /home/sjy/code/pytorch/aten/src/ATen/native/TypeProperties.cpp
torch.isclose isclose /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.isfinite isfinite /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.isin isin /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.isinf isinf /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.isnan isnan /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.isreal isreal /home/sjy/code/pytorch/aten/src/ATen/native/TensorCompare.cpp
torch.istft istft /home/sjy/code/pytorch/aten/src/ATen/native/SpectralOps.cpp
torch.kaiser_window kaiser_window /home/sjy/code/pytorch/aten/src/ATen/native/TensorFactories.cpp
torch.kl_div kl_div /home/sjy/code/pytorch/aten/src/ATen/native/Loss.cpp
torch.kron binary /home/sjy/code/pytorch/aten/src/ATen/native/LinearAlgebra.cpp
torch.kthvalue kthvalue /home/sjy/code/pytorch/aten/src/ATen/native/Sorting.cpp
torch._C._nn.l1_loss l1_loss /home/sjy/code/pytorch/aten/src/ATen/native/Loss.cpp
torch.layer_norm layer_norm /home/sjy/code/pytorch/aten/src/ATen/native/layer_norm.cpp
torch.ldexp binary /home/sjy/code/pytorch/aten/src/ATen/native/BinaryOps.cpp
torch.less binary /home/sjy/code/pytorch/aten/src/ATen/native/BinaryOps.cpp
torch.less_equal binary /home/sjy/code/pytorch/aten/src/ATen/native/BinaryOps.cpp
torch._C._linalg.linalg_cholesky linalg_cholesky /home/sjy/code/pytorch/aten/src/ATen/native/BatchLinearAlgebra.cpp
